area,ticket_date,waste_type,net_weight_kg,temperature (C),humidity (%),Holiday,,
Boralesgamuwa UC,06/02/2016,MSW,25000,29.72,74.12,0,,
Boralesgamuwa UC,07/02/2016,MSW,25000,30.72,75.12,0,, 
Boralesgamuwa UC,08/02/2016,MSW,25500,31.72,76.12,0,,
Boralesgamuwa UC,09/02/2016,MSW,20499,29.97,77.17,0,,
Boralesgamuwa UC,10/02/2016,MSW,20500,28.21,69.7,0,,
Boralesgamuwa UC,11/02/2016,MSW,23530,32.63,89.43,0,,
Boralesgamuwa UC,12/02/2016,MSW,29800,28.97,88.97,0,,
Boralesgamuwa UC,13/02/2016,MSW,32250,30.44,67.57,0,,
Boralesgamuwa UC,14/02/2016,MSW,18610,23.82,81.51,1,,
Boralesgamuwa UC,15/02/2016,MSW,28880,27.13,77.79,0,,
Boralesgamuwa UC,16/02/2016,MSW,36290,30.99,69.53,0,,
Boralesgamuwa UC,17/02/2016,MSW,32770,30.69,69.59,0,,
Boralesgamuwa UC,18/02/2016,MSW,32820,23.21,92.92,0,,
Boralesgamuwa UC,19/02/2016,MSW,36400,26,84.71,0,,
Boralesgamuwa UC,20/02/2016,MSW,20840,29.12,70.13,0,,
Boralesgamuwa UC,21/02/2016,MSW,18320,25.84,84.86,0,,
Boralesgamuwa UC,22/02/2016,MSW,22140,26.07,68.2,1,,
Boralesgamuwa UC,23/02/2016,MSW,38380,32.27,81.21,0,,
Boralesgamuwa UC,24/02/2016,MSW,36640,31.56,70.56,0,,
Boralesgamuwa UC,25/02/2016,MSW,21910,31.24,90.66,0,,
Boralesgamuwa UC,26/02/2016,MSW,40980,23.5,79.9,0,,
Boralesgamuwa UC,27/02/2016,MSW,36560,28.35,93.06,0,,
Boralesgamuwa UC,28/02/2016,MSW,19350,31.22,66.96,0,,
Boralesgamuwa UC,29/02/2016,MSW,25240,32.55,63.87,0,,
Boralesgamuwa UC,01/03/2016,MSW,13290,25.01,82.18,0,,
Boralesgamuwa UC,02/03/2016,MSW,31490,31.51,81.45,0,,
Boralesgamuwa UC,03/03/2016,MSW,29320,27.92,77.05,0,,
Boralesgamuwa UC,04/03/2016,MSW,10260,25,61.83,0,,
Boralesgamuwa UC,05/03/2016,MSW,21120,26.56,65.38,0,,
Boralesgamuwa UC,06/03/2016,MSW,21121,27.56,66.38,0,,
Boralesgamuwa UC,07/03/2016,MSW,21122,28.56,67.38,1,,
Boralesgamuwa UC,08/03/2016,MSW,21123,29.56,68.38,0,,
Boralesgamuwa UC,09/03/2016,MSW,19630,30.18,64.81,0,,
Boralesgamuwa UC,10/03/2016,MSW,20060,31.95,65.66,0,,
Boralesgamuwa UC,11/03/2016,MSW,32180,28.83,70.6,0,,
Boralesgamuwa UC,12/03/2016,MSW,28220,25.71,69,0,,
Boralesgamuwa UC,13/03/2016,MSW,11460,28.65,87.23,1,,
Boralesgamuwa UC,14/03/2016,MSW,28320,32.76,66.32,0,,
Boralesgamuwa UC,15/03/2016,MSW,32760,26.69,74.8,0,,
Boralesgamuwa UC,16/03/2016,MSW,28230,32.13,90.74,0,,
Boralesgamuwa UC,17/03/2016,MSW,31930,23.05,86.08,0,,
Boralesgamuwa UC,18/03/2016,MSW,31140,23.97,94.8,0,,
Boralesgamuwa UC,19/03/2016,MSW,28830,26.53,83.69,0,,
Boralesgamuwa UC,20/03/2016,MSW,9520,29.02,68.56,1,,
Boralesgamuwa UC,21/03/2016,MSW,33050,27.4,85.76,0,,
Boralesgamuwa UC,22/03/2016,MSW,26970,25.54,65.85,1,,
Boralesgamuwa UC,23/03/2016,MSW,32290,31.95,82.42,0,,
Boralesgamuwa UC,24/03/2016,MSW,33490,31.2,92.77,1,,
Boralesgamuwa UC,25/03/2016,MSW,29360,24.5,91.45,1,,
Boralesgamuwa UC,26/03/2016,MSW,27690,26.85,78.05,0,,
Boralesgamuwa UC,27/03/2016,MSW,10150,32.12,62.36,1,,
Boralesgamuwa UC,28/03/2016,MSW,28230,26.2,61.93,0,,
Boralesgamuwa UC,29/03/2016,MSW,34300,30.1,83.99,0,,
Boralesgamuwa UC,30/03/2016,MSW,35760,31.07,81.29,0,,
Boralesgamuwa UC,31/03/2016,MSW,38560,31.08,61.13,0,,
Boralesgamuwa UC,01/04/2016,MSW,37300,25.57,61.9,0,,
Boralesgamuwa UC,02/04/2016,MSW,16540,31.35,80.59,0,,
Boralesgamuwa UC,03/04/2016,MSW,32960,29.95,65.87,0,,
Boralesgamuwa UC,04/04/2016,MSW,39140,24.47,92.94,0,,
Boralesgamuwa UC,05/04/2016,MSW,28930,23.53,92.07,0,,
Boralesgamuwa UC,06/04/2016,MSW,28931,24.53,93.07,0,,
Boralesgamuwa UC,07/04/2016,MSW,28932,25.53,94.07,0,,
Boralesgamuwa UC,08/04/2016,MSW,28933,26.53,95.07,0,,
Boralesgamuwa UC,09/04/2016,MSW,13100,25.39,79.44,0,,
Boralesgamuwa UC,10/04/2016,MSW,31050,24.75,81.57,0,,
Boralesgamuwa UC,11/04/2016,MSW,27290,29.59,87.13,0,,
Boralesgamuwa UC,12/04/2016,MSW,15990,29.74,94.05,0,,
Boralesgamuwa UC,13/04/2016,MSW,31590,32.13,66.42,1,,
Boralesgamuwa UC,14/04/2016,MSW,4830,30.99,72.28,1,,
Boralesgamuwa UC,15/04/2016,MSW,17030,23.91,60.95,1,,
Boralesgamuwa UC,16/04/2016,MSW,5810,29.74,65.45,0,,
Boralesgamuwa UC,17/04/2016,MSW,6990,24.91,83.52,0,,
Boralesgamuwa UC,18/04/2016,MSW,27800,27.01,69.46,0,,
Boralesgamuwa UC,19/04/2016,MSW,39740,31.44,83.42,0,,
Boralesgamuwa UC,20/04/2016,MSW,42060,25.45,70.32,0,,
Boralesgamuwa UC,21/04/2016,MSW,36500,27.19,65.52,1,,
Boralesgamuwa UC,22/04/2016,MSW,29120,30.78,62.14,0,,
Boralesgamuwa UC,23/04/2016,MSW,32890,30.82,63.78,0,,
Boralesgamuwa UC,24/04/2016,MSW,7630,30.26,68.4,0,,
Boralesgamuwa UC,25/04/2016,MSW,25340,29.83,89.18,0,,
Boralesgamuwa UC,26/04/2016,MSW,44270,24.81,73.59,0,,
Boralesgamuwa UC,27/04/2016,MSW,19720,32.72,63.25,0,,
Boralesgamuwa UC,28/04/2016,MSW,27100,28.72,75.98,0,,
Boralesgamuwa UC,29/04/2016,MSW,32330,28.71,92.73,0,,
Boralesgamuwa UC,30/04/2016,MSW,26700,26.06,72.52,0,,
Boralesgamuwa UC,01/05/2016,MSW,37610,26.28,84.27,1,,
Boralesgamuwa UC,02/05/2016,MSW,34210,32.67,78.4,0,,
Boralesgamuwa UC,03/05/2016,MSW,27670,32.93,76.49,0,,
Boralesgamuwa UC,04/05/2016,MSW,32370,31.64,71.66,0,,
Boralesgamuwa UC,05/05/2016,MSW,24680,30.83,60.64,0,,
Boralesgamuwa UC,06/05/2016,MSW,23267,31.83,61.64,0,,
Boralesgamuwa UC,07/05/2016,MSW,23268,32.83,62.64,0,,
Boralesgamuwa UC,08/05/2016,MSW,23269,33.83,63.64,1,,
Boralesgamuwa UC,09/05/2016,MSW,23270,23.52,78.46,0,,
Boralesgamuwa UC,10/05/2016,MSW,24010,26.43,75.45,0,,
Boralesgamuwa UC,11/05/2016,MSW,18340,24.22,66.73,0,,
Boralesgamuwa UC,12/05/2016,MSW,17790,27.42,72.85,0,,
Boralesgamuwa UC,13/05/2016,MSW,17990,24.38,88.48,0,,
Boralesgamuwa UC,14/05/2016,MSW,30890,23.81,94.3,0,,
Boralesgamuwa UC,15/05/2016,MSW,30891,24.94,84.65,0,,
Boralesgamuwa UC,16/05/2016,MSW,30892,25.94,85.65,0,,
Boralesgamuwa UC,17/05/2016,MSW,30893,26.94,86.65,0,,
Boralesgamuwa UC,18/05/2016,MSW,30894,27.94,87.65,0,,
Boralesgamuwa UC,19/05/2016,MSW,30895,28.94,88.65,0,,
Boralesgamuwa UC,20/05/2016,MSW,30896,29.94,89.65,0,,
Boralesgamuwa UC,21/05/2016,MSW,30897,30.94,90.65,1,,
Boralesgamuwa UC,22/05/2016,MSW,30898,31.94,91.65,1,,
Boralesgamuwa UC,23/05/2016,MSW,30899,32.94,92.65,0,,
Boralesgamuwa UC,24/05/2016,MSW,30900,33.94,93.65,0,,
Boralesgamuwa UC,25/05/2016,MSW,30901,34.94,94.65,0,,
Boralesgamuwa UC,26/05/2016,MSW,30902,35.94,95.65,0,,
Boralesgamuwa UC,27/05/2016,MSW,30903,36.94,96.65,0,,
Boralesgamuwa UC,28/05/2016,MSW,30904,37.94,97.65,0,,
Boralesgamuwa UC,29/05/2016,MSW,30905,38.94,98.65,0,,
Boralesgamuwa UC,30/05/2016,MSW,30906,39.94,99.65,0,,
Boralesgamuwa UC,31/05/2016,MSW,30907,40.94,100.65,0,,
Boralesgamuwa UC,01/06/2016,MSW,39780,23.7,77.02,0,,
Boralesgamuwa UC,02/06/2016,MSW,31770,30.25,65.58,0,,
Boralesgamuwa UC,03/06/2016,MSW,31310,31.71,91.12,0,,
Boralesgamuwa UC,04/06/2016,MSW,39640,26.15,78.26,0,,
Boralesgamuwa UC,05/06/2016,MSW,30276,24.86,65.81,0,,
Boralesgamuwa UC,06/06/2016,MSW,30277,25.86,66.81,0,,
Boralesgamuwa UC,07/06/2016,MSW,30278,26.86,67.81,0,,
Boralesgamuwa UC,08/06/2016,MSW,30279,27.86,68.81,0,,
Boralesgamuwa UC,09/06/2016,MSW,30280,28.82,62.64,0,,
Boralesgamuwa UC,10/06/2016,MSW,20110,32.49,72.08,0,,
Boralesgamuwa UC,11/06/2016,MSW,20490,28.3,84.65,0,,
Boralesgamuwa UC,12/06/2016,MSW,30330,27.73,75.63,0,,
Boralesgamuwa UC,13/06/2016,MSW,30902,35.94,95.65,0,,
Boralesgamuwa UC,14/06/2016,MSW,30903,36.94,96.65,0,,
Boralesgamuwa UC,15/06/2016,MSW,30904,37.94,97.65,0,,
Boralesgamuwa UC,16/06/2016,MSW,30905,38.94,98.65,0,,
Boralesgamuwa UC,17/06/2016,MSW,30906,39.94,99.65,0,,
Boralesgamuwa UC,18/06/2016,MSW,30907,40.94,100.65,0,,
Boralesgamuwa UC,19/06/2016,MSW,39780,23.7,77.02,1,,
Boralesgamuwa UC,20/06/2016,MSW,31770,30.25,65.58,0,,
Boralesgamuwa UC,21/06/2016,MSW,31310,31.71,91.12,1,,
Boralesgamuwa UC,22/06/2016,MSW,39640,26.15,78.26,0,,
Boralesgamuwa UC,23/06/2016,MSW,30276,24.86,65.81,0,,
Boralesgamuwa UC,24/06/2016,MSW,30277,25.86,66.81,0,,
Boralesgamuwa UC,25/06/2016,MSW,30897,30.94,90.65,0,,
Boralesgamuwa UC,26/06/2016,MSW,30898,31.94,91.65,0,,
Boralesgamuwa UC,27/06/2016,MSW,30899,32.94,92.65,0,,
Boralesgamuwa UC,28/06/2016,MSW,30900,33.94,93.65,0,,
Boralesgamuwa UC,29/06/2016,MSW,30901,34.94,94.65,0,,
Boralesgamuwa UC,30/06/2016,MSW,27020,24.39,67.48,0,,
Boralesgamuwa UC,01/07/2016,MSW,38080,25.44,64.55,0,,
Boralesgamuwa UC,02/07/2016,MSW,13410,27.24,85.72,0,,
Boralesgamuwa UC,03/07/2016,MSW,27020,24.39,67.48,0,,
Boralesgamuwa UC,04/07/2016,MSW,38540,26.51,82.54,0,,
Boralesgamuwa UC,05/07/2016,MSW,34870,23.47,85.98,0,,
Boralesgamuwa UC,06/07/2016,MSW,30270,27.01,80.85,1,,
Boralesgamuwa UC,07/07/2016,MSW,27170,30.87,77.97,0,,
Boralesgamuwa UC,08/07/2016,MSW,38170,25.35,90.01,0,,
Boralesgamuwa UC,09/07/2016,MSW,24350,23.68,76.94,0,,
Boralesgamuwa UC,10/07/2016,MSW,26780,32.28,92.78,0,,
Boralesgamuwa UC,11/07/2016,MSW,31300,31.37,64.18,0,,
Boralesgamuwa UC,12/07/2016,MSW,22040,26.88,83.19,0,,
Boralesgamuwa UC,13/07/2016,MSW,25000,30.72,75.12,0,,
Boralesgamuwa UC,14/07/2016,MSW,25500,31.72,76.12,0,,
Boralesgamuwa UC,15/07/2016,MSW,20499,29.97,77.17,0,,
Boralesgamuwa UC,16/07/2016,MSW,20500,28.21,69.7,0,,
Boralesgamuwa UC,17/07/2016,MSW,23530,32.63,89.43,0,,
Boralesgamuwa UC,18/07/2016,MSW,29800,28.97,88.97,0,,
Boralesgamuwa UC,19/07/2016,MSW,32250,30.44,67.57,1,,
Boralesgamuwa UC,20/07/2016,MSW,18610,23.82,81.51,0,,
Boralesgamuwa UC,21/07/2016,MSW,28880,27.13,77.79,0,,
Boralesgamuwa UC,22/07/2016,MSW,36290,30.99,69.53,0,,
Boralesgamuwa UC,23/07/2016,MSW,32770,30.69,69.59,0,,
Boralesgamuwa UC,24/07/2016,MSW,32820,23.21,92.92,0,,
Boralesgamuwa UC,25/07/2016,MSW,36400,26,84.71,0,,
Boralesgamuwa UC,26/07/2016,MSW,20840,29.12,70.13,0,,
Boralesgamuwa UC,27/07/2016,MSW,18320,25.84,84.86,0,,
Boralesgamuwa UC,28/07/2016,MSW,22140,26.07,68.2,0,,
Boralesgamuwa UC,29/07/2016,MSW,38380,32.27,81.21,0,,
Boralesgamuwa UC,30/07/2016,MSW,36640,31.56,70.56,0,,
Boralesgamuwa UC,31/07/2016,MSW,25400,27.88,67.62,0,,
Boralesgamuwa UC,01/08/2016,MSW,30270,27.01,80.85,0,,
Boralesgamuwa UC,02/08/2016,MSW,27170,30.87,77.97,0,,
Boralesgamuwa UC,03/08/2016,MSW,38170,25.35,90.01,0,,
Boralesgamuwa UC,04/08/2016,MSW,29850,31.7,76.94,0,,
Boralesgamuwa UC,05/08/2016,MSW,25630,28.63,78.93,0,,
Boralesgamuwa UC,06/08/2016,MSW,25400,29.63,79.93,0,,
Boralesgamuwa UC,07/08/2016,MSW,23290,30.63,80.93,0,,
Boralesgamuwa UC,08/08/2016,MSW,30770,31.63,81.93,0,,
Boralesgamuwa UC,09/08/2016,MSW,25400,27.88,67.62,0,,
Boralesgamuwa UC,10/08/2016,MSW,23290,27.78,79.15,0,,
Boralesgamuwa UC,11/08/2016,MSW,30770,27.53,85.12,0,,
Boralesgamuwa UC,12/08/2016,MSW,26250,30.93,82.73,0,,
Boralesgamuwa UC,13/08/2016,MSW,25440,28.94,61.64,0,,
Boralesgamuwa UC,14/08/2016,MSW,27030,26.75,68.77,0,,
Boralesgamuwa UC,15/08/2016,MSW,20750,25.44,69.1,0,,
Boralesgamuwa UC,16/08/2016,MSW,28990,32,93.27,0,,
Boralesgamuwa UC,17/08/2016,MSW,18440,30.74,75.81,1,,
Boralesgamuwa UC,18/08/2016,MSW,26700,27.79,80.58,1,,
Boralesgamuwa UC,19/08/2016,MSW,13660,29.89,60.84,0,,
Boralesgamuwa UC,20/08/2016,MSW,26030,32.36,80.09,0,,
Boralesgamuwa UC,21/08/2016,MSW,15450,32.69,88.18,0,,
Boralesgamuwa UC,22/08/2016,MSW,16860,28.52,89.4,0,,
Boralesgamuwa UC,23/08/2016,MSW,20750,29.52,90.4,0,,
Boralesgamuwa UC,24/08/2016,MSW,28990,30.52,91.4,0,,
Boralesgamuwa UC,25/08/2016,MSW,18440,31.52,92.4,1,,
Boralesgamuwa UC,26/08/2016,MSW,26700,32.52,93.4,0,,
Boralesgamuwa UC,27/08/2016,MSW,13660,33.52,94.4,0,,
Boralesgamuwa UC,28/08/2016,MSW,26030,34.52,95.4,0,,
Boralesgamuwa UC,29/08/2016,MSW,24980,31.22,92.13,0,,
Boralesgamuwa UC,30/08/2016,MSW,23880,29.5,85.57,0,,
Boralesgamuwa UC,31/08/2016,MSW,20960,27.02,90.55,0,,
Boralesgamuwa UC,01/09/2016,MSW,35090,32.1,87.63,0,,
Boralesgamuwa UC,02/09/2016,MSW,22690,23.59,85.07,0,,
Boralesgamuwa UC,03/09/2016,MSW,34600,27.9,69.49,0,,
Boralesgamuwa UC,04/09/2016,MSW,26360,29.85,92.22,0,,
Boralesgamuwa UC,05/09/2016,MSW,24150,24.99,86.21,1,,
Boralesgamuwa UC,06/09/2016,MSW,27137,25.99,87.21,0,,
Boralesgamuwa UC,07/09/2016,MSW,27138,26.99,88.21,0,,
Boralesgamuwa UC,08/09/2016,MSW,27139,27.99,89.21,0,,
Boralesgamuwa UC,09/09/2016,MSW,27140,24.9,81.39,0,,
Boralesgamuwa UC,10/09/2016,MSW,16040,30.53,72.76,0,,
Boralesgamuwa UC,11/09/2016,MSW,26110,32.18,74.71,0,,
Boralesgamuwa UC,12/09/2016,MSW,29310,32.4,86.64,1,,
Boralesgamuwa UC,13/09/2016,MSW,29770,27.52,75.96,0,,
Boralesgamuwa UC,14/09/2016,MSW,17100,26.47,60.16,0,,
Boralesgamuwa UC,15/09/2016,MSW,23240,25.06,71.13,0,,
Boralesgamuwa UC,16/09/2016,MSW,19880,23.95,87.38,1,,
Boralesgamuwa UC,17/09/2016,MSW,22060,27.31,76.1,0,,
Boralesgamuwa UC,18/09/2016,MSW,17790,27.36,72.21,0,,
Boralesgamuwa UC,19/09/2016,MSW,26990,24.12,78.17,0,,
Boralesgamuwa UC,20/09/2016,MSW,36890,30.27,64.88,0,,
Boralesgamuwa UC,21/09/2016,MSW,23140,32.18,61.36,0,,
Boralesgamuwa UC,22/09/2016,MSW,21880,28.37,66.98,1,,
Boralesgamuwa UC,23/09/2016,MSW,24820,27.21,80.49,0,,
Boralesgamuwa UC,24/09/2016,MSW,23530,25.95,93.86,0,,
Boralesgamuwa UC,25/09/2016,MSW,14250,27.98,66.24,0,,
Boralesgamuwa UC,26/09/2016,MSW,19800,29.24,77.51,0,,
Boralesgamuwa UC,27/09/2016,MSW,21570,25.91,68.34,0,,
Boralesgamuwa UC,28/09/2016,MSW,19760,30.94,92.09,0,,
Boralesgamuwa UC,29/09/2016,MSW,28650,32.23,86.93,0,,
Boralesgamuwa UC,30/09/2016,MSW,24490,24.18,84.63,0,,
Boralesgamuwa UC,01/10/2016,MSW,16840,30.22,85.93,0,,
Boralesgamuwa UC,02/10/2016,MSW,34130,32.35,62.48,1,,
Boralesgamuwa UC,03/10/2016,MSW,34510,27.21,94.95,0,,
Boralesgamuwa UC,04/10/2016,MSW,18940,25.03,64.56,0,,
Boralesgamuwa UC,05/10/2016,MSW,32720,25.47,65.73,0,,
Boralesgamuwa UC,06/10/2016,MSW,25387,26.47,66.73,0,,
Boralesgamuwa UC,07/10/2016,MSW,25388,27.47,67.73,0,,
Boralesgamuwa UC,08/10/2016,MSW,25389,28.47,68.73,0,,
Boralesgamuwa UC,09/10/2016,MSW,25390,25.05,73.48,0,,
Boralesgamuwa UC,10/10/2016,MSW,20000,26.88,80.41,0,,
Boralesgamuwa UC,11/10/2016,MSW,26550,27.98,83.12,1,,
Boralesgamuwa UC,12/10/2016,MSW,25920,26.74,88.8,0,,
Boralesgamuwa UC,13/10/2016,MSW,23610,32.81,93.36,0,,
Boralesgamuwa UC,14/10/2016,MSW,25580,29.82,77.93,0,,
Boralesgamuwa UC,15/10/2016,MSW,18710,26.09,66.03,1,,
Boralesgamuwa UC,16/10/2016,MSW,10000,28.2,88.27,0,,
Boralesgamuwa UC,17/10/2016,MSW,29990,32.46,75.36,0,,
Boralesgamuwa UC,18/10/2016,MSW,30630,31.32,84.51,0,,
Boralesgamuwa UC,19/10/2016,MSW,28170,32.47,77.64,0,,
Boralesgamuwa UC,20/10/2016,MSW,28180,32.31,83.43,0,,
Boralesgamuwa UC,21/10/2016,MSW,27290,30.84,85.43,0,,
Boralesgamuwa UC,22/10/2016,MSW,29190,24.32,68.37,0,,
Boralesgamuwa UC,23/10/2016,MSW,19950,29.56,92.02,0,,
Boralesgamuwa UC,24/10/2016,MSW,23730,23.9,62.3,0,,
Boralesgamuwa UC,25/10/2016,MSW,26040,27.91,68.68,0,,
Boralesgamuwa UC,26/10/2016,MSW,35900,23.2,81.12,0,,
Boralesgamuwa UC,27/10/2016,MSW,20020,30.84,86.77,0,,
Boralesgamuwa UC,28/10/2016,MSW,26330,23.11,64.45,0,,
Boralesgamuwa UC,29/10/2016,MSW,21960,28.93,83.58,1,,
Boralesgamuwa UC,30/10/2016,MSW,14340,26.55,61.75,0,,
Boralesgamuwa UC,31/10/2016,MSW,37070,28.64,60.62,0,,
Boralesgamuwa UC,01/11/2016,MSW,26910,28.64,89.59,0,,
Boralesgamuwa UC,02/11/2016,MSW,36690,26.04,72.09,0,,
Boralesgamuwa UC,03/11/2016,MSW,27380,28.78,74.33,0,,
Boralesgamuwa UC,04/11/2016,MSW,31550,31.79,68.32,0,,
Boralesgamuwa UC,05/11/2016,MSW,21700,23.39,73.24,0,,
Boralesgamuwa UC,06/11/2016,MSW,21701,24.39,74.24,0,,
Boralesgamuwa UC,07/11/2016,MSW,21702,25.39,75.24,0,,
Boralesgamuwa UC,08/11/2016,MSW,21703,26.39,76.24,0,,
Boralesgamuwa UC,09/11/2016,MSW,13020,30.87,60.06,0,,
Boralesgamuwa UC,10/11/2016,MSW,19640,27.85,78.03,0,,
Boralesgamuwa UC,11/11/2016,MSW,39040,29.01,66.21,0,,
Boralesgamuwa UC,12/11/2016,MSW,17820,25.9,76.1,0,,
Boralesgamuwa UC,13/11/2016,MSW,19610,32.79,75.74,0,,
Boralesgamuwa UC,14/11/2016,MSW,24840,28.58,65.18,1,,
Boralesgamuwa UC,15/11/2016,MSW,30890,26.56,82.02,0,,
Boralesgamuwa UC,16/11/2016,MSW,30200,27.1,84.97,0,,
Boralesgamuwa UC,17/11/2016,MSW,26050,26.13,69.89,0,,
Boralesgamuwa UC,18/11/2016,MSW,38130,28.89,89.27,0,,
Boralesgamuwa UC,19/11/2016,MSW,26080,26.39,73.8,0,,
Boralesgamuwa UC,20/11/2016,MSW,19940,24.91,91.42,0,,
Boralesgamuwa UC,21/11/2016,MSW,32550,31.62,65.94,0,,
Boralesgamuwa UC,22/11/2016,MSW,29150,30.65,67.77,0,,
Boralesgamuwa UC,23/11/2016,MSW,38860,30.9,69.04,0,,
Boralesgamuwa UC,24/11/2016,MSW,25800,27.98,87.14,0,,
Boralesgamuwa UC,25/11/2016,MSW,25550,24.53,85.54,0,,
Boralesgamuwa UC,26/11/2016,MSW,20540,32.01,74.52,0,,
Boralesgamuwa UC,27/11/2016,MSW,18950,23.1,88.48,0,,
Boralesgamuwa UC,28/11/2016,MSW,18720,25.73,94.41,0,,
Boralesgamuwa UC,29/11/2016,MSW,35720,28.88,84.17,0,,
Boralesgamuwa UC,30/11/2016,MSW,30680,31.96,61.86,0,,
Boralesgamuwa UC,01/12/2016,MSW,38540,28.78,65.73,0,,
Boralesgamuwa UC,02/12/2016,MSW,37260,27.75,63.98,0,,
Boralesgamuwa UC,03/12/2016,MSW,28700,25.4,84.51,0,,
Boralesgamuwa UC,04/12/2016,MSW,39430,30.24,75.73,0,,
Boralesgamuwa UC,05/12/2016,MSW,28990,31.45,87.8,0,,
Boralesgamuwa UC,06/12/2016,MSW,26047,32.45,88.8,0,,
Boralesgamuwa UC,07/12/2016,MSW,26048,33.45,89.8,0,,
Boralesgamuwa UC,08/12/2016,MSW,26049,34.45,90.8,0,,
Boralesgamuwa UC,09/12/2016,MSW,26050,31.03,78.6,0,,
Boralesgamuwa UC,10/12/2016,MSW,25250,29.17,85.87,0,,
Boralesgamuwa UC,11/12/2016,MSW,20750,24.54,60.52,0,,
Boralesgamuwa UC,12/12/2016,MSW,18530,28.53,86.23,1,,
Boralesgamuwa UC,13/12/2016,MSW,16440,27.25,66.96,1,,
Boralesgamuwa UC,14/12/2016,MSW,37680,32.64,70.46,0,,
Boralesgamuwa UC,15/12/2016,MSW,25410,27.69,75.14,0,,
Boralesgamuwa UC,16/12/2016,MSW,40210,30.12,61.82,0,,
Boralesgamuwa UC,17/12/2016,MSW,24880,30.1,82.82,0,,
Boralesgamuwa UC,18/12/2016,MSW,16460,26.58,77.95,0,,
Boralesgamuwa UC,19/12/2016,MSW,22640,31.66,64.79,0,,
Boralesgamuwa UC,20/12/2016,MSW,21670,32.86,78.2,0,,
Boralesgamuwa UC,21/12/2016,MSW,30240,26.88,69.76,1,,
Boralesgamuwa UC,22/12/2016,MSW,23970,23.42,84.27,0,,
Boralesgamuwa UC,23/12/2016,MSW,33840,27.38,72.86,0,,
Boralesgamuwa UC,24/12/2016,MSW,27820,28.79,61.36,1,,
Boralesgamuwa UC,25/12/2016,MSW,11020,28.69,65.44,1,,
Boralesgamuwa UC,26/12/2016,MSW,23340,32.91,87.89,0,,
Boralesgamuwa UC,27/12/2016,MSW,25400,32.57,67.27,0,,
Boralesgamuwa UC,28/12/2016,MSW,34350,25.4,67.35,0,,
Boralesgamuwa UC,29/12/2016,MSW,42590,32.93,67.93,0,,
Boralesgamuwa UC,30/12/2016,MSW,38640,29.66,75.88,0,,
Boralesgamuwa UC,31/12/2016,MSW,34140,32.78,88.32,0,,
Boralesgamuwa UC,01/01/2017,MSW,18490,30.79,65.71,0,,
Boralesgamuwa UC,02/01/2017,MSW,28900,29.24,71.83,0,,
Boralesgamuwa UC,03/01/2017,MSW,23960,25.22,74.04,0,,
Boralesgamuwa UC,04/01/2017,MSW,14490,30.21,85.52,0,,
Boralesgamuwa UC,05/01/2017,MSW,11390,23.02,80.06,0,,
Boralesgamuwa UC,06/01/2017,MSW,31310,28.19,91.05,0,,
Boralesgamuwa UC,07/01/2017,MSW,26660,32.75,74.99,0,,
Boralesgamuwa UC,08/01/2017,MSW,28250,23.99,85.64,0,,
Boralesgamuwa UC,09/01/2017,MSW,21540,32.51,73.88,0,,
Boralesgamuwa UC,10/01/2017,MSW,16170,25.31,90.2,0,,
Boralesgamuwa UC,11/01/2017,MSW,34210,28.29,74.25,0,,
Boralesgamuwa UC,12/01/2017,MSW,35320,27.85,73.59,1,,
Boralesgamuwa UC,13/01/2017,MSW,15090,32.91,74.9,0,,
Boralesgamuwa UC,14/01/2017,MSW,18460,26.05,65.87,1,,
Boralesgamuwa UC,15/01/2017,MSW,14780,31.12,77.22,0,,
Boralesgamuwa UC,16/01/2017,MSW,12650,27.08,86.49,0,,
Boralesgamuwa UC,16/01/2017,MSW,12650,27.08,86.49,0,,
Boralesgamuwa UC,18/01/2017,MSW,19000,29.75,90.75,0,,
Boralesgamuwa UC,19/01/2017,MSW,30520,27.17,74.24,0,,
Boralesgamuwa UC,20/01/2017,MSW,29830,27.16,87.34,0,,
Boralesgamuwa UC,21/01/2017,MSW,26930,32.92,70.61,0,,
Boralesgamuwa UC,22/01/2017,MSW,16610,29.88,74.78,0,,
Boralesgamuwa UC,23/01/2017,MSW,14860,29.08,81.03,0,,
Boralesgamuwa UC,24/01/2017,MSW,37310,28.21,63.41,0,,
Boralesgamuwa UC,25/01/2017,MSW,22850,28.96,82.55,0,,
Boralesgamuwa UC,26/01/2017,MSW,39300,32.82,93.46,0,,
Boralesgamuwa UC,27/01/2017,MSW,29930,31.39,61.55,0,,
Boralesgamuwa UC,28/01/2017,MSW,29470,31.77,80.53,0,,
Boralesgamuwa UC,29/01/2017,MSW,14110,30.23,71.47,0,,
Boralesgamuwa UC,30/01/2017,MSW,22580,23.23,63.55,0,,
Boralesgamuwa UC,31/01/2017,MSW,28010,29.3,78.78,0,,
Boralesgamuwa UC,01/02/2017,MSW,16780,25.89,84.18,0,,
Boralesgamuwa UC,02/02/2017,MSW,32720,29.35,71.1,0,,
Boralesgamuwa UC,03/02/2017,MSW,27120,23.91,69.26,0,,
Boralesgamuwa UC,04/02/2017,MSW,12130,30.05,94.53,1,,
Boralesgamuwa UC,05/02/2017,MSW,30370,32.84,81.33,0,,
Boralesgamuwa UC,06/02/2017,MSW,35680,28.83,76.76,0,,
